"Block_Size"	"Sync"	"File_Size"	"Wall_Clock_Time"	"User_Time"	"Sys_Time"
65536	s	872415232	3.98	0.08	3.91
512	-	872415232	34.09	2.56	31.53
1024	-	872415232	18.95	0.95	18.00
2048	-	872415232	10.75	0.45	10.30
4096	-	872415232	6.09	0.20	5.89
8192	-	872415232	3.64	0.19	3.45
16384	-	872415232	2.47	0.09	2.38
32768	-	872415232	1.83	0.05	1.78
65536	-	872415232	1.55	0.01	1.53
512	s	872415232	301.44	3.28	298.16
1024	s	872415232	153.86	1.45	152.41
2048	s	872415232	77.59	0.80	76.80
4096	s	872415232	39.87	0.36	39.52
8192	s	872415232	20.80	0.28	20.52
16384	s	872415232	11.34	0.08	11.27
32768	s	872415232	6.95	0.08	6.88
65536	s	872415232	3.97	0.03	3.94
512	-	939524096	36.91	2.64	34.27
1024	-	939524096	20.55	1.28	19.27
2048	-	939524096	11.44	0.89	10.55
4096	-	939524096	6.48	0.44	6.05
8192	-	939524096	4.00	0.23	3.77
16384	-	939524096	2.62	0.14	2.48
32768	-	939524096	2.02	0.06	1.95
65536	-	939524096	1.69	0.00	1.69
512	s	939524096	324.53	3.22	321.31
1024	s	939524096	164.53	2.11	162.42
2048	s	939524096	82.91	0.83	82.08
4096	s	939524096	42.67	0.53	42.14
8192	s	939524096	22.17	0.30	21.88
16384	s	939524096	12.64	0.12	12.52
32768	s	939524096	7.67	0.09	7.58
65536	s	939524096	4.28	0.05	4.23
512	-	939524096	37.95	2.16	35.80
1024	-	939524096	20.33	1.36	18.97
2048	-	939524096	11.55	0.70	10.84
4096	-	939524096	6.67	0.34	6.33
8192	-	939524096	4.03	0.19	3.84
16384	-	939524096	2.70	0.12	2.58
32768	-	939524096	2.00	0.01	1.98
65536	-	939524096	1.67	0.01	1.66
512	s	939524096	332.92	3.91	329.01
1024	s	939524096	165.20	2.08	163.12
2048	s	939524096	83.88	1.00	82.88
4096	s	939524096	42.86	0.45	42.41
8192	s	939524096	22.91	0.27	22.64
16384	s	939524096	12.41	0.03	12.38
32768	s	939524096	7.56	0.06	7.50
65536	s	939524096	4.51	0.01	4.50
512	-	939524096	37.37	2.27	35.11
1024	-	939524096	20.28	1.50	18.78
2048	-	939524096	11.73	0.70	11.03
4096	-	939524096	6.67	0.31	6.36
8192	-	939524096	3.98	0.19	3.80
16384	-	939524096	2.72	0.08	2.64
32768	-	939524096	2.11	0.03	2.08
65536	-	939524096	1.76	0.03	1.73
512	s	939524096	325.59	3.33	322.26
1024	s	939524096	166.44	1.67	164.76
2048	s	939524096	83.33	0.89	82.44
4096	s	939524096	42.75	0.38	42.38
8192	s	939524096	23.47	0.22	23.25
16384	s	939524096	12.34	0.16	12.19
32768	s	939524096	7.41	0.08	7.33
65536	s	939524096	4.25	0.03	4.22
512	-	939524096	37.19	2.47	34.72
1024	-	939524096	20.55	1.30	19.25
2048	-	939524096	11.47	0.55	10.92
4096	-	939524096	6.51	0.34	6.17
8192	-	939524096	4.01	0.20	3.81
16384	-	939524096	2.70	0.08	2.62
32768	-	939524096	1.98	0.01	1.97
65536	-	939524096	1.64	0.03	1.61
512	s	939524096	430.80	9.97	420.83
1024	s	939524096	203.19	4.22	198.97
2048	s	939524096	119.55	3.61	115.94
4096	s	939524096	55.59	1.17	54.42
8192	s	939524096	24.37	0.31	24.06
16384	s	939524096	13.53	0.20	13.33
32768	s	939524096	8.00	0.06	7.94
65536	s	939524096	4.53	0.01	4.51
512	-	939524096	41.48	2.64	38.84
1024	-	939524096	21.70	1.19	20.52
2048	-	939524096	12.20	0.81	11.39
4096	-	939524096	6.94	0.39	6.55
8192	-	939524096	4.06	0.28	3.78
16384	-	939524096	2.70	0.03	2.67
32768	-	939524096	2.11	0.09	2.02
65536	-	939524096	1.69	0.06	1.62
512	s	939524096	480.78	14.66	466.12
1024	s	939524096	212.53	5.33	207.20
2048	s	939524096	108.52	2.20	106.31
4096	s	939524096	52.20	1.11	51.09
8192	s	939524096	29.16	0.61	28.55
16384	s	939524096	16.66	0.44	16.22
32768	s	939524096	8.40	0.09	8.31
65536	s	939524096	4.87	0.03	4.84
512	-	939524096	43.19	2.78	40.41
1024	-	939524096	22.00	1.56	20.44
2048	-	939524096	12.94	0.66	12.28
4096	-	939524096	7.12	0.33	6.80
8192	-	939524096	4.23	0.28	3.95
16384	-	939524096	2.86	0.06	2.80
32768	-	939524096	2.17	0.06	2.11
65536	-	939524096	1.84	0.03	1.81
512	s	939524096	410.25	9.14	401.11
1024	s	939524096	208.19	5.31	202.88
2048	s	939524096	103.84	2.31	101.53
4096	s	939524096	52.25	1.33	50.92
8192	s	939524096	27.92	0.67	27.25
16384	s	939524096	19.70	0.73	18.97
32768	s	939524096	9.00	0.14	8.86
65536	s	939524096	4.98	0.11	4.88
512	-	939524096	42.28	3.17	39.11
1024	-	939524096	22.50	1.44	21.06
2048	-	939524096	12.77	0.94	11.83
4096	-	939524096	6.97	0.36	6.61
8192	-	939524096	4.33	0.20	4.12
16384	-	939524096	2.90	0.23	2.67
32768	-	939524096	2.31	0.12	2.19
65536	-	939524096	1.80	0.08	1.72
512	s	939524096	441.50	11.77	429.73
1024	s	939524096	223.28	6.14	217.14
2048	s	939524096	119.64	3.78	115.86
4096	s	939524096	59.81	1.33	58.48
8192	s	939524096	35.61	1.09	34.52
16384	s	939524096	23.37	0.89	22.48
32768	s	939524096	9.27	0.19	9.08
65536	s	939524096	4.78	0.08	4.70
512	-	939524096	41.88	2.62	39.25
1024	-	939524096	22.22	1.42	20.80
2048	-	939524096	12.39	0.72	11.67
4096	-	939524096	7.00	0.41	6.59
8192	-	939524096	4.20	0.14	4.06
16384	-	939524096	2.87	0.16	2.72
32768	-	939524096	2.12	0.12	2.00
65536	-	939524096	1.72	0.08	1.64
512	s	939524096	500.03	14.27	485.76
1024	s	939524096	253.72	7.70	246.01
2048	s	939524096	121.95	3.67	118.28
4096	s	939524096	62.56	1.61	60.95
8192	s	939524096	34.91	1.33	33.58
16384	s	939524096	17.33	0.34	16.98
32768	s	939524096	11.12	0.20	10.92
65536	s	939524096	6.14	0.16	5.98
512	-	939524096	46.36	3.09	43.27
1024	-	939524096	25.42	1.45	23.97
2048	-	939524096	13.42	0.84	12.58
4096	-	939524096	7.73	0.44	7.30
8192	-	939524096	4.55	0.25	4.30
16384	-	939524096	3.12	0.12	3.00
32768	-	939524096	2.36	0.11	2.25
65536	-	939524096	1.97	0.00	1.97
512	s	939524096	479.86	13.30	466.56
1024	s	939524096	237.91	6.16	231.75
2048	s	939524096	121.30	3.30	118.00
4096	s	939524096	62.53	1.64	60.89
8192	s	939524096	33.98	1.25	32.73
16384	s	939524096	17.83	0.42	17.41
32768	s	939524096	10.61	0.25	10.36
65536	s	939524096	5.87	0.06	5.81
512	-	939524096	47.23	3.48	43.75
1024	-	939524096	25.42	1.58	23.84
2048	-	939524096	13.81	0.92	12.89
4096	-	939524096	7.94	0.44	7.50
8192	-	939524096	4.87	0.27	4.61
16384	-	939524096	3.31	0.28	3.03
32768	-	939524096	2.34	0.08	2.27
65536	-	939524096	2.03	0.08	1.95
512	s	939524096	468.97	12.20	456.76
1024	s	939524096	235.53	6.86	228.67
2048	s	939524096	123.05	3.28	119.77
4096	s	939524096	62.44	1.58	60.86
8192	s	939524096	34.56	1.01	33.55
16384	s	939524096	18.47	0.41	18.06
32768	s	939524096	10.61	0.23	10.38
65536	s	939524096	5.84	0.06	5.78
512	-	1006632960	50.19	3.36	46.83
1024	-	1006632960	26.17	1.53	24.64
2048	-	1006632960	15.34	0.81	14.53
4096	-	1006632960	8.45	0.48	7.97
8192	-	1006632960	5.56	0.25	5.31
16384	-	1006632960	3.53	0.11	3.42
32768	-	1006632960	2.31	0.12	2.19
65536	-	1006632960	2.03	0.03	2.00
512	s	1006632960	527.62	17.56	510.06
1024	s	1006632960	295.17	11.66	283.51
2048	s	1006632960	122.36	2.77	119.59
4096	s	1006632960	62.61	1.39	61.22
8192	s	1006632960	32.69	0.55	32.14
16384	s	1006632960	17.80	0.45	17.34
32768	s	1006632960	10.87	0.27	10.61
65536	s	1006632960	6.36	0.08	6.28
512	-	1006632960	50.66	3.45	47.20
1024	-	1006632960	23.12	1.31	21.81
2048	-	1006632960	13.14	0.64	12.50
4096	-	1006632960	7.51	0.42	7.09
8192	-	1006632960	4.67	0.20	4.47
16384	-	1006632960	3.28	0.16	3.12
32768	-	1006632960	2.45	0.09	2.36
65536	-	1006632960	2.12	0.06	2.06
512	s	1006632960	456.37	10.30	446.08
1024	s	1006632960	218.84	5.26	213.58
2048	s	1006632960	113.77	2.36	111.41
4096	s	1006632960	53.42	0.98	52.44
8192	s	1006632960	27.88	0.50	27.38
16384	s	1006632960	13.48	0.14	13.34
32768	s	1006632960	11.25	0.31	10.94
65536	s	1006632960	5.51	0.08	5.44
512	-	1006632960	47.39	3.42	43.97
1024	-	1006632960	24.72	1.73	22.98
2048	-	1006632960	13.56	0.80	12.77
4096	-	1006632960	8.09	0.41	7.69
8192	-	1006632960	4.58	0.23	4.34
16384	-	1006632960	3.02	0.20	2.81
32768	-	1006632960	2.53	0.14	2.39
65536	-	1006632960	2.14	0.05	2.09
512	s	1006632960	455.83	9.34	446.48
1024	s	1006632960	227.45	4.62	222.83
2048	s	1006632960	119.91	2.58	117.33
4096	s	1006632960	65.00	1.81	63.19
8192	s	1006632960	30.44	0.77	29.67
16384	s	1006632960	15.48	0.25	15.23
32768	s	1006632960	9.00	0.14	8.86
65536	s	1006632960	5.16	0.16	5.00
512	-	1006632960	44.52	2.73	41.78
1024	-	1006632960	23.55	1.31	22.23
2048	-	1006632960	13.20	0.84	12.36
4096	-	1006632960	7.42	0.47	6.95
8192	-	1006632960	4.56	0.22	4.34
16384	-	1006632960	3.03	0.14	2.89
32768	-	1006632960	2.22	0.03	2.19
65536	-	1006632960	1.83	0.00	1.83
512	s	1006632960	400.58	7.14	393.44
1024	s	1006632960	201.97	3.61	198.36
2048	s	1006632960	99.56	1.59	97.97
4096	s	1006632960	52.45	1.00	51.45
8192	s	1006632960	27.22	0.55	26.67
16384	s	1006632960	14.98	0.19	14.80
32768	s	1006632960	8.80	0.16	8.64
65536	s	1006632960	5.25	0.01	5.23
512	-	1006632960	43.20	2.52	40.69
1024	-	1006632960	22.98	1.56	21.42
2048	-	1006632960	13.11	0.80	12.31
4096	-	1006632960	7.59	0.48	7.11
8192	-	1006632960	4.47	0.25	4.22
16384	-	1006632960	2.95	0.17	2.78
32768	-	1006632960	2.14	0.06	2.08
65536	-	1006632960	1.86	0.05	1.81
512	s	1006632960	393.53	6.88	386.66
1024	s	1006632960	201.45	3.52	197.94
2048	s	1006632960	106.34	2.23	104.11
4096	s	1006632960	52.37	0.98	51.39
8192	s	1006632960	27.67	0.58	27.09
16384	s	1006632960	14.90	0.09	14.81
32768	s	1006632960	8.12	0.16	7.97
65536	s	1006632960	4.94	0.05	4.89
512	-	1006632960	43.64	2.58	41.06
1024	-	1006632960	23.23	1.38	21.86
2048	-	1006632960	13.15	0.84	12.31
4096	-	1006632960	7.37	0.47	6.91
8192	-	1006632960	4.45	0.23	4.22
16384	-	1006632960	3.14	0.16	2.98
32768	-	1006632960	2.26	0.09	2.17
65536	-	1006632960	1.81	0.00	1.81
512	s	1006632960	393.16	7.78	385.38
1024	s	1006632960	204.83	4.01	200.81
2048	s	1006632960	103.75	2.12	101.62
4096	s	1006632960	53.87	0.78	53.09
8192	s	1006632960	32.48	0.75	31.73
16384	s	1006632960	17.75	0.31	17.44
32768	s	1006632960	11.08	0.39	10.69
65536	s	1006632960	7.53	0.20	7.33
512	-	1006632960	58.25	3.53	54.72
1024	-	1006632960	27.95	1.66	26.30
2048	-	1006632960	15.28	0.78	14.50
4096	-	1006632960	8.30	0.55	7.75
8192	-	1006632960	5.16	0.19	4.97
16384	-	1006632960	3.11	0.08	3.03
32768	-	1006632960	2.41	0.08	2.33
65536	-	1006632960	1.98	0.06	1.92
512	s	1006632960	405.84	7.55	398.30
1024	s	1006632960	200.17	3.55	196.62
2048	s	1006632960	102.19	1.81	100.38
4096	s	1006632960	52.03	0.88	51.16
8192	s	1006632960	26.95	0.33	26.62
16384	s	1006632960	16.06	0.23	15.83
32768	s	1006632960	8.64	0.16	8.48
65536	s	1006632960	5.03	0.09	4.94
512	-	1006632960	42.91	2.98	39.92
1024	-	1006632960	23.05	1.53	21.52
2048	-	1006632960	13.12	0.88	12.25
4096	-	1006632960	7.48	0.47	7.01
8192	-	1006632960	4.56	0.27	4.30
16384	-	1006632960	2.98	0.14	2.84
32768	-	1006632960	2.27	0.08	2.19
65536	-	1006632960	1.81	0.01	1.80
512	s	1006632960	398.30	7.62	390.67
1024	s	1006632960	200.36	3.25	197.11
2048	s	1006632960	100.28	1.61	98.67
4096	s	1006632960	51.31	1.00	50.31
8192	s	1006632960	28.05	0.47	27.58
16384	s	1006632960	14.92	0.27	14.66
32768	s	1006632960	8.94	0.09	8.84
65536	s	1006632960	4.91	0.03	4.88
512	-	1006632960	43.76	2.42	41.34
1024	-	1006632960	23.52	1.75	21.77
2048	-	1006632960	13.78	0.53	13.25
4096	-	1006632960	8.65	0.52	8.14
8192	-	1006632960	4.75	0.14	4.61
16384	-	1006632960	3.06	0.12	2.94
32768	-	1006632960	2.34	0.08	2.27
65536	-	1006632960	1.83	0.05	1.78
512	s	1006632960	402.80	7.64	395.16
1024	s	1006632960	201.95	3.38	198.58
2048	s	1006632960	103.69	1.88	101.81
4096	s	1006632960	53.69	0.92	52.77
8192	s	1006632960	27.00	0.41	26.59
16384	s	1006632960	14.70	0.27	14.44
32768	s	1006632960	9.39	0.23	9.16
65536	s	1006632960	5.05	0.06	4.98
512	-	1006632960	43.01	2.72	40.30
1024	-	1006632960	23.98	1.67	22.31
2048	-	1006632960	12.98	0.75	12.23
4096	-	1006632960	7.22	0.33	6.89
8192	-	1006632960	4.76	0.33	4.44
16384	-	1006632960	3.00	0.12	2.88
32768	-	1006632960	2.23	0.11	2.12
65536	-	1006632960	1.84	0.05	1.80
512	s	1006632960	395.75	7.42	388.33
1024	s	1006632960	202.67	3.91	198.76
2048	s	1006632960	102.56	1.92	100.64
4096	s	1006632960	52.02	1.00	51.02
8192	s	1006632960	27.83	0.47	27.36
16384	s	1006632960	15.47	0.17	15.30
32768	s	1006632960	8.64	0.09	8.55
65536	s	1006632960	5.11	0.03	5.08
512	-	1073741824	45.97	3.09	42.88
1024	-	1073741824	24.72	1.53	23.19
2048	-	1073741824	14.37	0.67	13.70
4096	-	1073741824	7.84	0.44	7.41
8192	-	1073741824	4.81	0.38	4.44
16384	-	1073741824	3.15	0.19	2.97
32768	-	1073741824	2.34	0.08	2.27
65536	-	1073741824	1.94	0.00	1.94
512	s	1073741824	425.58	8.27	417.31
1024	s	1073741824	212.05	3.62	208.42
2048	s	1073741824	108.89	1.86	107.03
4096	s	1073741824	55.37	0.80	54.58
8192	s	1073741824	29.30	0.47	28.83
16384	s	1073741824	16.36	0.25	16.11
32768	s	1073741824	9.45	0.12	9.33
65536	s	1073741824	5.45	0.06	5.39
512	-	1073741824	46.66	3.05	43.61
1024	-	1073741824	25.22	1.44	23.78
2048	-	1073741824	13.95	0.66	13.30
4096	-	1073741824	8.23	0.47	7.76
8192	-	1073741824	4.83	0.23	4.59
16384	-	1073741824	3.14	0.08	3.06
32768	-	1073741824	2.47	0.05	2.42
65536	-	1073741824	1.98	0.08	1.91
512	s	1073741824	428.94	7.53	421.41
1024	s	1073741824	215.44	4.03	211.41
2048	s	1073741824	109.12	1.69	107.44
4096	s	1073741824	56.58	1.00	55.58
8192	s	1073741824	29.41	0.44	28.97
16384	s	1073741824	15.87	0.31	15.56
32768	s	1073741824	10.14	0.33	9.81
65536	s	1073741824	5.44	0.05	5.39
512	-	1073741824	46.28	2.64	43.64
1024	-	1073741824	24.97	1.56	23.41
2048	-	1073741824	13.83	0.80	13.03
4096	-	1073741824	7.73	0.66	7.08
8192	-	1073741824	4.95	0.30	4.66
16384	-	1073741824	3.25	0.11	3.14
32768	-	1073741824	2.34	0.09	2.25
65536	-	1073741824	1.98	0.00	1.98
512	s	1073741824	422.23	8.11	414.12
1024	s	1073741824	214.36	3.75	210.61
2048	s	1073741824	108.98	1.86	107.12
4096	s	1073741824	54.73	1.00	53.73
8192	s	1073741824	29.70	0.39	29.31
16384	s	1073741824	15.59	0.23	15.36
32768	s	1073741824	9.52	0.12	9.39
65536	s	1073741824	5.80	0.00	5.80
512	-	1073741824	46.02	3.20	42.81
1024	-	1073741824	24.94	1.59	23.34
2048	-	1073741824	14.03	0.97	13.06
4096	-	1073741824	8.00	0.58	7.42
8192	-	1073741824	4.75	0.23	4.51
16384	-	1073741824	3.33	0.17	3.16
32768	-	1073741824	2.48	0.08	2.41
65536	-	1073741824	2.00	0.06	1.94
512	s	1073741824	411.37	7.51	403.86
1024	s	1073741824	213.92	3.80	210.12
2048	s	1073741824	106.72	1.67	105.05
4096	s	1073741824	55.20	0.94	54.27
8192	s	1073741824	30.55	0.52	30.03
16384	s	1073741824	16.00	0.20	15.80
32768	s	1073741824	9.86	0.22	9.64
65536	s	1073741824	5.51	0.09	5.42
512	-	1073741824	45.55	2.78	42.77
1024	-	1073741824	24.75	1.38	23.38
2048	-	1073741824	13.75	0.86	12.89
4096	-	1073741824	7.89	0.48	7.41
8192	-	1073741824	4.78	0.23	4.55
16384	-	1073741824	3.20	0.09	3.11
32768	-	1073741824	2.50	0.05	2.45
65536	-	1073741824	2.00	0.08	1.92
512	s	1073741824	427.50	7.44	420.06
1024	s	1073741824	212.06	3.48	208.58
2048	s	1073741824	106.67	1.86	104.81
4096	s	1073741824	60.89	1.20	59.69
8192	s	1073741824	30.88	0.38	30.50
16384	s	1073741824	17.48	0.34	17.14
32768	s	1073741824	16.53	0.58	15.95
65536	s	1073741824	6.08	0.12	5.95
512	-	1073741824	53.61	3.22	50.39
1024	-	1073741824	29.89	1.84	28.05
2048	-	1073741824	16.67	0.83	15.84
4096	-	1073741824	9.28	0.55	8.73
8192	-	1073741824	5.66	0.42	5.23
16384	-	1073741824	3.65	0.14	3.52
32768	-	1073741824	2.94	0.14	2.80
65536	-	1073741824	2.36	0.05	2.31
512	s	1073741824	539.03	14.59	524.44
1024	s	1073741824	275.97	9.17	266.80
2048	s	1073741824	102.02	1.62	100.39
4096	s	1073741824	52.61	0.67	51.94
8192	s	1073741824	27.09	0.38	26.72
16384	s	1073741824	15.26	0.17	15.09
32768	s	1073741824	9.00	0.14	8.86
65536	s	1073741824	5.17	0.03	5.14
512	-	1073741824	44.50	2.86	41.64
1024	-	1073741824	23.80	1.41	22.39
2048	-	1073741824	13.55	0.62	12.92
4096	-	1073741824	7.70	0.38	7.33
8192	-	1073741824	4.64	0.16	4.48
16384	-	1073741824	3.08	0.08	3.00
32768	-	1073741824	2.33	0.06	2.27
65536	-	1073741824	1.95	0.01	1.94
512	s	1073741824	404.61	5.55	399.06
1024	s	1073741824	197.51	1.97	195.55
2048	s	1073741824	102.27	1.12	101.14
4096	s	1073741824	51.87	0.72	51.16
8192	s	1073741824	27.89	0.34	27.55
16384	s	1073741824	15.45	0.14	15.31
32768	s	1073741824	8.91	0.12	8.78
65536	s	1073741824	5.30	0.06	5.23
512	-	1073741824	44.14	2.53	41.61
1024	-	1073741824	23.91	1.48	22.42
2048	-	1073741824	13.53	0.80	12.73
4096	-	1073741824	7.61	0.45	7.16
8192	-	1073741824	4.58	0.27	4.31
16384	-	1073741824	3.12	0.11	3.02
32768	-	1073741824	2.34	0.12	2.22
65536	-	1073741824	1.89	0.01	1.88
512	s	1073741824	394.44	4.83	389.61
1024	s	1073741824	195.08	2.11	192.97
2048	s	1073741824	99.53	1.41	98.12
4096	s	1073741824	52.48	0.67	51.81
8192	s	1073741824	27.44	0.30	27.14
16384	s	1073741824	15.09	0.11	14.98
32768	s	1073741824	8.84	0.03	8.81
65536	s	1073741824	5.33	0.09	5.23
512	-	1073741824	43.62	2.77	40.86
1024	-	1073741824	24.00	1.44	22.56
2048	-	1073741824	13.44	0.80	12.64
4096	-	1073741824	7.73	0.33	7.41
8192	-	1073741824	4.67	0.17	4.50
16384	-	1073741824	3.14	0.09	3.05
32768	-	1073741824	2.36	0.14	2.22
65536	-	1073741824	1.95	0.03	1.92
512	s	1073741824	372.78	4.05	368.73
1024	s	1073741824	200.98	2.56	198.42
2048	s	1073741824	101.55	1.26	100.28
4096	s	1073741824	51.03	0.61	50.42
8192	s	1073741824	27.11	0.23	26.88
16384	s	1073741824	14.55	0.14	14.41
32768	s	1073741824	8.84	0.06	8.78
65536	s	1073741824	5.17	0.01	5.16
512	-	1073741824	43.78	3.08	40.70
1024	-	1073741824	24.22	1.36	22.86
2048	-	1073741824	13.48	0.83	12.66
4096	-	1073741824	7.67	0.39	7.28
8192	-	1073741824	4.72	0.30	4.42
16384	-	1073741824	3.08	0.12	2.95
32768	-	1073741824	2.31	0.06	2.25
65536	-	1073741824	1.94	0.03	1.91
512	s	1073741824	378.06	4.08	373.98
1024	s	1073741824	202.97	2.52	200.45
2048	s	1073741824	99.89	1.26	98.62
4096	s	1073741824	51.34	0.69	50.66
8192	s	1073741824	26.70	0.33	26.38
16384	s	1073741824	15.23	0.08	15.16
32768	s	1073741824	9.34	0.14	9.20
65536	s	1073741824	5.12	0.03	5.09
